X,Y,OBJECTID,Code,Power_Plant_Name,Utility_Name,Utility_ID,Sector_Name,City,County,State,Zip,Street_Address,PrimSource,Install_MW,Total_MW,Coal_MW,NG_MW,Crude_MW,Hydro_MW,HydroPS_MW,Nuclear_MW,Solar_MW,Wind_MW,Source_Desc,Technology_Desc,Data_Source,Period,Latitude,Longitude,Geoth_MW,Battery_MW,Others_MW,Biomass_MW
-102.537915,38.033327,1,508,Lamar Plant,City of Lamar - (CO),10633,Electric Utility,Lamar,Prowers,Colorado,81052,100 North Second Street,wind,8,7.5,0,0,2,0,0,0,0,5.5,"Petroleum = 2 MW, Wind = 5.5 MW","Petroleum Liquids; Onshore Wind Turbine;","EIA-860, EIA-860M and EIA-923",202001,38.033327,-102.537915,0,0,0,0
-106.242778,41.835278,2,692,Medicine Bow,SRIV Partnership LLC,62042,IPP Non-CHP,Medicine Bow,Carbon,Wyoming,82329,475 Carbon Co. Rd. 3,wind,6.1,6.1,0,0,0,0,0,0,0,6.1,Wind = 6.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,41.835278,-106.242778,0,0,0,0
-72.9628,42.8625,3,7381,Searsburg Wind Turbine,Green Mountain Power Corp,7601,Electric Utility,Searsburg,Bennington,Vermont,5363,528 Sleepy Hollow Road,wind,6,5.2,0,0,0,0,0,0,0,5.2,Wind = 5.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.8625,-72.9628,0,0,0,0
-71.9,42.4789,4,7501,Princeton Wind Farm,Town of Princeton - (MA),15371,Electric Utility,Princeton,Worcester,Massachusetts,1541,Westminster Road,wind,3,3,0,0,0,0,0,0,0,3,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.4789,-71.9,0,0,0,0
-121.769031,38.116415,5,7526,Solano Wind,Sacramento Municipal Util Dist,16534,Electric Utility,Rio Vista,Solano,California,94512,Highway 12,wind,228.2,228.1,0,0,0,0,0,0,0,228.1,Wind = 228.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,38.116415,-121.769031,0,0,0,0
-99.777467,42.82579,6,7771,Springview,Bluestem LLC,58190,IPP Non-CHP,Springview,Keya Paha,Nebraska,68778,West Highway 12,wind,3,3,0,0,0,0,0,0,0,3,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.82579,-99.777467,0,0,0,0
-96.7347,46.895,7,7855,Moorhead Wind Turbine,City of Moorhead - (MN),12894,Electric Utility,Moorhead,Clay,Minnesota,56560,2200 28th St. N.,wind,1.4,1.4,0,0,0,0,0,0,0,1.4,Wind = 1.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,46.895,-96.7347,0,0,0,0
-87.6333,44.6694,8,7886,Wind Turbine,Madison Gas & Electric Co,11479,Electric Utility,Casco,Kewaunee,Wisconsin,54205,E2680 Eagle Road,wind,11,0.8,0,0,0,0,0,0,0,0.8,Wind = 0.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.6694,-87.6333,0,0,0,0
-84.338733,36.120994,9,7927,Buffalo Mountain,Tennessee Valley Authority,18642,Electric Utility,Oliver Springs,Anderson,Tennessee,37840,1980 Windrock Rd,wind,1.8,2.1,0,0,0,0,0,0,0,2.1,Wind = 2.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,36.120994,-84.338733,0,0,0,0
-119.0964,46.0958,10,7936,Nine Canyon,Energy Northwest,20160,Electric Utility,Kennewick,Benton,Washington,99336,92308 S. Nine Canyon Road,wind,95.9,95,0,0,0,0,0,0,0,95,Wind = 95 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,46.0958,-119.0964,0,0,0,0
-96.6231,40.9044,11,7965,Salt Valley Wind Plant,Lincoln Electric System,11018,Electric Utility,Lincoln,Lancaster,Nebraska,68517,9700 N 70th Street,wind,1.2,1.4,0,0,0,0,0,0,0,1.4,Wind = 1.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,40.9044,-96.6231,0,0,0,0
-94.140556,43.034722,12,7966,Iowa Distributed Wind Generation Project,City of Algona - (IA),309,Electric Utility,Algona,Kossuth,Iowa,50511,1604 190th Street,wind,2.3,2.3,0,0,0,0,0,0,0,2.3,Wind = 2.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,43.034722,-94.140556,0,0,0,0
-99.24757,43.848529,13,7974,Chamberlain Wind Project,Basin Electric Power Coop,1307,Electric Utility,Chamberlain,Brule,South Dakota,57325,Hwy 50,wind,2.6,2.6,0,0,0,0,0,0,0,2.6,Wind = 2.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,43.848529,-99.24757,0,0,0,0
-121.1708,37.0478,14,10005,Dinosaur Point,International Turbine Res Inc,9397,IPP Non-CHP,Los Banos,Merced,California,93635,1400 Dinosaur Point,wind,17.4,17,0,0,0,0,0,0,0,17,Wind = 17 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,37.0478,-121.1708,0,0,0,0
-118.389722,35.060556,15,10191,Tehachapi Wind Resource I,CalWind Resources Inc,2719,IPP Non-CHP,Tehachapi,Kern,California,93581,16541 Tehachapi-Willow Springs,wind,8.7,8.7,0,0,0,0,0,0,0,8.7,Wind = 8.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.060556,-118.389722,0,0,0,0
-118.3158,35.075,16,10586,Cameron Ridge LLC,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,10315 Oak Creek Road,wind,59.6,59.6,0,0,0,0,0,0,0,59.6,Wind = 59.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.075,-118.3158,0,0,0,0
-118.3167,35.0697,17,10597,Ridgetop Energy LLC,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,10315 Oak Creek Road,wind,29,29,0,0,0,0,0,0,0,29,Wind = 29 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0697,-118.3167,0,0,0,0
-116.56222,33.92194,18,10718,Karen Avenue Wind Farm,San Gorgonio Farms Inc,16630,IPP Non-CHP,North Palm Springs,Riverside,California,92258,17550 Karen Ave.,wind,11.7,11.7,0,0,0,0,0,0,0,11.7,Wind = 11.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.92194,-116.56222,0,0,0,0
-116.5631,33.9131,19,50276,Wintec Energy Ltd,Wintec Energy Ltd,20707,IPP Non-CHP,Palm Springs,Riverside,California,92258,Dillon Rd_KarenAve_Diablo Rd,wind,5.9,5.9,0,0,0,0,0,0,0,5.9,Wind = 5.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.9131,-116.5631,0,0,0,0
-116.615,33.926111,20,50281,San Gorgonio Farms Wind Farm,San Gorgonio Farms Inc,16630,IPP Non-CHP,Whitewater,Riverside,California,92282,79 Dillon Road,wind,31,31,0,0,0,0,0,0,0,31,Wind = 31 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.926111,-116.615,0,0,0,0
-118.3581,35.0522,21,50386,Windland,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,10901 Cameron Road,wind,15.3,15.3,0,0,0,0,0,0,0,15.3,Wind = 15.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0522,-118.3581,0,0,0,0
-116.555064,33.915023,22,50485,Altech III,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,North Palm Springs,Riverside,California,92258,19435 Ruppert Street,wind,25.1,25.1,0,0,0,0,0,0,0,25.1,Wind = 25.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.915023,-116.555064,0,0,0,0
-118.3833,35.0686,23,50532,Victory Garden (Tehachapi),Wind Stream Operations LLC,56899,IPP Non-CHP,Tehachapi,Kern,California,93561,"19358 Jameson St.,",wind,18.8,18.8,0,0,0,0,0,0,0,18.8,Wind = 18.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0686,-118.3833,0,0,0,0
-116.6769,33.9461,24,50535,Mesa Wind Power Corp,Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,North Palm Springs,Riverside,California,92258,11001 Whitewater Canyon,wind,29.9,29.9,0,0,0,0,0,0,0,29.9,Wind = 29.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.9461,-116.6769,0,0,0,0
-118.2469,35.2608,25,50536,Sky River LLC,Sky River LLC,17288,IPP Non-CHP,Tehachapi,Kern,California,93561,13000 Jameson Road,wind,76.9,76.9,0,0,0,0,0,0,0,76.9,Wind = 76.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.2608,-118.2469,0,0,0,0
-116.71026,33.914986,26,50552,GPS Cabazon Wind LLC,GlidePath Power Operations LLC,61728,IPP Non-CHP,North Palm Springs,Riverside,California,92230,19020 N Indian Avenue,wind,38.9,38.9,0,0,0,0,0,0,0,38.9,Wind = 38.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.914986,-116.71026,0,0,0,0
-116.460278,33.881667,27,50553,Edom Hills Project 1 LLC,"Red Marlin Wind Ventures, LLC",61208,IPP Non-CHP,Cathedral City,Riverside,California,92235,68580 Edom Hill Road,wind,20,20,0,0,0,0,0,0,0,20,Wind = 20 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.881667,-116.460278,0,0,0,0
-116.5781,33.934,28,50690,San Gorgonio Westwinds II LLC,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,North Palm Springs,Riverside,California,92258,19435 Ruppert Street,wind,43.4,43.4,0,0,0,0,0,0,0,43.4,Wind = 43.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.934,-116.5781,0,0,0,0
-118.276388,35.043889,29,50754,Oak Creek Energy Systems I,Oak Creek Energy System Inc II,13938,IPP Non-CHP,Mojave,Kern,California,93501,14633 Willow Springs Rd.,wind,34.5,34.5,0,0,0,0,0,0,0,34.5,Wind = 34.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.043889,-118.276388,0,0,0,0
-116.541515,33.890913,30,50820,East Winds Project,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Palm Springs,Riverside,California,92262,5400 N Indian Canyon Drive,wind,3,3,0,0,0,0,0,0,0,3,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.890913,-116.541515,0,0,0,0
-118.2642,35.045,31,50821,Mojave 16,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,48,48,0,0,0,0,0,0,0,48,Wind = 48 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.045,-118.2642,0,0,0,0
-118.2757,35.046,32,50823,Mojave 18,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,40.5,40.5,0,0,0,0,0,0,0,40.5,Wind = 40.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.046,-118.2757,0,0,0,0
-118.2572,35.0506,33,52142,Mojave 4,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,29,24.3,0,0,0,0,0,0,0,24.3,Wind = 24.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0506,-118.2572,0,0,0,0
-118.2898,35.068,34,52143,Mojave 3,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,23.5,22.7,0,0,0,0,0,0,0,22.7,Wind = 22.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.068,-118.2898,0,0,0,0
-118.2487,35.076,35,52144,Mojave 5,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,22.5,20,0,0,0,0,0,0,0,20,Wind = 20 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.076,-118.2487,0,0,0,0
-118.3372,35.1011,36,52162,85 A,"Tehachapi Wind Wall, LLC",62092,IPP Non-CHP,Tehachapi,Kern,California,93561,161 N. Mill Unit A,wind,14.1,14.1,0,0,0,0,0,0,0,14.1,Wind = 14.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.1011,-118.3372,0,0,0,0
-118.3372,35.1011,37,52163,85 B,"Tehachapi Wind Wall, LLC",62092,IPP Non-CHP,Tehachapi,Kern,California,93561,161 N. Mill Unit A,wind,21.2,21.2,0,0,0,0,0,0,0,21.2,Wind = 21.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.1011,-118.3372,0,0,0,0
-118.3936,35.0908,38,52165,Helzel & Schwarzhoff 88 Wind Farm,"Terra-Gen 251 Wind, LLC",61444,IPP Non-CHP,Tehachapi,Kern,California,93561,13000 Jameson Road,wind,1.8,1.8,0,0,0,0,0,0,0,1.8,Wind = 1.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0908,-118.3936,0,0,0,0
-118.3417,35.0583,39,54298,Coram Energy LLC (ECT),Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,Tehachapi,Kern,California,93501,6703 Oak Creek Road,wind,7.5,7.5,0,0,0,0,0,0,0,7.5,Wind = 7.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0583,-118.3417,0,0,0,0
-118.3417,35.075,40,54299,Coram Energy LLC,Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,Tehachapi,Kern,California,93501,6703 Oak Creek Road,wind,3,3,0,0,0,0,0,0,0,3,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.075,-118.3417,0,0,0,0
-118.3083,35.0583,41,54300,CTV Power Purchase Contract Trust,Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,Tehachapi,Kern,California,93501,6703 Oak Creek Road,wind,4.6,4.6,0,0,0,0,0,0,0,4.6,Wind = 4.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0583,-118.3083,0,0,0,0
-121.8333,38.1167,42,54453,EDF Renewable Windfarm V Inc,"EDF Renewable Asset Holdings, Inc.",57170,IPP Non-CHP,Birds Landing,Solano,California,94512,6523 Montezuma Hills Road,wind,15.5,15.5,0,0,0,0,0,0,0,15.5,Wind = 15.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,38.1167,-121.8333,0,0,0,0
-116.573906,33.918395,43,54454,San Gorgonio Windplant WPP1993,"FPL Energy Operating Services, Inc.",49963,IPP Non-CHP,North Palm Springs,Riverside,California,92258,,wind,49.5,49.5,0,0,0,0,0,0,0,49.5,Wind = 49.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.918395,-116.573906,0,0,0,0
-118.2572,35.05,44,54647,TPC Windfarms LLC,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,28.7,28.7,0,0,0,0,0,0,0,28.7,Wind = 28.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.05,-118.2572,0,0,0,0
-116.661,33.942,45,54650,Swanmill Windfarm I,Mark Technologies Corp,11664,IPP Non-CHP,North Palm Springs,Riverside,California,92264,Intst. 10 & Whitewater Canyon,wind,18.7,18.7,0,0,0,0,0,0,0,18.7,Wind = 18.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.942,-116.661,0,0,0,0
-118.1714,35.0506,46,54686,Difwind Farms Ltd VI,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,27.1,25.3,0,0,0,0,0,0,0,25.3,Wind = 25.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0506,-118.1714,0,0,0,0
-118.339444,35.0663,47,54750,Coram Tehachapi,Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,Tehachapi,Kern,California,93501,6703 Oak creek Road,wind,6.5,6.5,0,0,0,0,0,0,0,6.5,Wind = 6.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0663,-118.339444,0,0,0,0
-95.405,42.6878,48,54793,Storm Lake 1,Allete Clean Energy,59496,IPP Non-CHP,Alta,Buena Vista,Iowa,51002,5320 50th Ave,wind,113.9,109.4,0,0,0,0,0,0,0,109.4,Wind = 109.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.6878,-95.405,0,0,0,0
-118.3114,35.1061,49,54909,Tehachapi Wind Resource II,CalWind Resources Inc,2719,IPP Non-CHP,Tehachapi,Kern,California,93561,15001 E Tehachapi Blvd,wind,21.9,21.9,0,0,0,0,0,0,0,21.9,Wind = 21.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.1061,-118.3114,0,0,0,0
-118.3153,35.074,50,54931,Ridgetop,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,10315 Oak Creek Road,wind,46.8,46.9,0,0,0,0,0,0,0,46.9,Wind = 46.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.074,-118.3153,0,0,0,0
-101.388333,32.2075,51,54979,Big Spring Wind Power Facility,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Big Spring,Howard,Texas,79720,3300 South Moss Lake Rd,wind,34.3,34.3,0,0,0,0,0,0,0,34.3,Wind = 34.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.2075,-101.388333,0,0,0,0
-118.65999,45.936157,52,55125,Vansycle,ESI Vansycle Partners LP,6017,IPP Non-CHP,Touchet,Umatilla,Oregon,97835,365 Touchet Gardena Road,wind,25,25,0,0,0,0,0,0,0,25,Wind = 25 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,45.936157,-118.65999,0,0,0,0
-96.375,44.2917,53,55208,Lake Benton I,Allete Clean Energy,59496,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,56149,Highway 14,wind,107.2,104.5,0,0,0,0,0,0,0,104.5,Wind = 104.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2917,-96.375,0,0,0,0
-96.116971,44.129369,54,55265,Lake Benton II,Northern States Power Co - Minnesota,13781,IPP Non-CHP,Ruthton,Pipestone,Minnesota,56170,150 Evans Street,wind,100.2,103.5,0,0,0,0,0,0,0,103.5,Wind = 103.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.129369,-96.116971,0,0,0,0
-95.405,42.8417,55,55287,Storm Lake II,Allete Clean Energy,59496,IPP Non-CHP,Alta,Buena Vista,Iowa,51002,5320 50th Ave,wind,80.2,76.5,0,0,0,0,0,0,0,76.5,Wind = 76.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.8417,-95.405,0,0,0,0
-96.078611,43.985833,56,55342,Woodstock Windfarm,Consolidated Edison Development Inc.,56769,IPP Non-CHP,Woodstock,Pipestone,Minnesota,56186,996 190th Avenue,wind,10.2,10.2,0,0,0,0,0,0,0,10.2,Wind = 10.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,43.985833,-96.078611,0,0,0,0
-96.428367,44.39956,57,55353,Lakota Ridge LLC,Energy Operations Group LLC (MN),59182,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56142,City Road 1,wind,11.2,11.2,0,0,0,0,0,0,0,11.2,Wind = 11.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.39956,-96.428367,0,0,0,0
-96.434694,44.421711,58,55354,Shaokatan Hills LLC,Energy Operations Group LLC (MN),59182,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56142,City Road 1,wind,11.8,11.8,0,0,0,0,0,0,0,11.8,Wind = 11.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.421711,-96.434694,0,0,0,0
-78.243792,42.678819,59,55368,Wethersfield Wind Farm,CHI Energy Inc,34688,IPP Non-CHP,Gainesville,Wyoming,New York,14066,4179 Poplar Tree Road,wind,6.6,6.6,0,0,0,0,0,0,0,6.6,Wind = 6.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.678819,-78.243792,0,0,0,0
-116.7167,33.9014,60,55396,Green Power I,FPL Energy Green Power,49750,IPP Non-CHP,North Palm Springs,Riverside,California,92258,19020 N Indian Avenue,wind,16.5,16.5,0,0,0,0,0,0,0,16.5,Wind = 16.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.9014,-116.7167,0,0,0,0
-118.917,46.06,61,55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,6607,IPP Non-CHP,Touchet,Walla Walla,Washington,99360,356 Touchet Gardena Road,wind,176.9,176.9,0,0,0,0,0,0,0,176.9,Wind = 176.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,46.06,-118.917,0,0,0,0
-96.4347,44.42,62,55561,Tsar Nicholas LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.42,-96.4347,0,0,0,0
-96.4358,44.4289,63,55562,Sun River LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.4289,-96.4358,0,0,0,0
-96.4458,44.4231,64,55563,Julia Hills LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.4231,-96.4458,0,0,0,0
-96.43,44.4278,65,55564,Jessica Mills LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.4278,-96.43,0,0,0,0
-96.4411,44.4233,66,55565,Jack River LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.4233,-96.4411,0,0,0,0
-96.4325,44.4131,67,55566,Autumn Hills LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.4131,-96.4325,0,0,0,0
-96.1989,44.2081,68,55567,Winters Spawn LLC,CHI Operations Inc,54725,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,55149,Hwy 14,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2081,-96.1989,0,0,0,0
-96.2789,44.2258,69,55568,Twin Lake Hills LLC,CHI Operations Inc,54725,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,55149,Hwy 14,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2258,-96.2789,0,0,0,0
-96.2383,44.2358,70,55569,Spartan Hills LLC,CHI Operations Inc,54725,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,55149,Hwy 14,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2358,-96.2383,0,0,0,0
-96.2331,44.2364,71,55570,Soliloquoy Ridge LLC,CHI Operations Inc,54725,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,55149,Hwy 14,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2364,-96.2331,0,0,0,0
-96.2131,44.2128,72,55571,Ruthton Ridge LLC,CHI Operations Inc,54725,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,55149,Hwy 14,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2128,-96.2131,0,0,0,0
-96.2192,44.2275,73,55572,Hope Creek LLC,CHI Operations Inc,54725,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,55149,Hwy 14,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2275,-96.2192,0,0,0,0
-96.235,44.2253,74,55573,Hadley Ridge LLC,CHI Operations Inc,54725,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,55149,Hwy 14,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2253,-96.235,0,0,0,0
-96.225,44.2297,75,55574,Florence Hills LLC,CHI Operations Inc,54725,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,55149,Hwy 14,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2297,-96.225,0,0,0,0
-96.4356,47.0053,76,55576,Agassiz Beach LLC,CHI Operations Inc,54725,IPP Non-CHP,Averill,Clay,Minnesota,56536,Hwy 9,wind,1.9,1.9,0,0,0,0,0,0,0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,47.0053,-96.4356,0,0,0,0
-101.14812,35.28375,77,55579,Llano Estacado Wind Ranch,Llano Estacado Wind Ranch,62136,IPP Non-CHP,White Deer,Carson,Texas,79097,Unnammed road,wind,80,80,0,0,0,0,0,0,0,80,Wind = 80 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.28375,-101.14812,0,0,0,0
-102.2417,31.2092,78,55581,King Mountain Wind Ranch 1,FPL Energy Upton Wind LP,6354,IPP Non-CHP,McCamey,Upton,Texas,79752,120 E. 5th Street,wind,278,278,0,0,0,0,0,0,0,278,Wind = 278 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,31.2092,-102.2417,0,0,0,0
