,X,Y,OBJECTID,Code,Power_Plant_Name,Utility_Name,Utility_ID,Sector_Name,City,County,State,Zip,Street_Address,PrimSource,Install_MW,Total_MW,Coal_MW,NG_MW,Crude_MW,Hydro_MW,HydroPS_MW,Nuclear_MW,Solar_MW,Wind_MW,Source_Desc,Technology_Desc,Data_Source,Period,Latitude,Longitude,Geoth_MW,Battery_MW,Others_MW,Biomass_MW,x_en,y_en,LAT,LON
0,-102.537915,38.033327,1,508,Lamar Plant,City of Lamar - (CO),10633,Electric Utility,Lamar,Prowers,Colorado,81052,100 North Second Street,wind,8.0,7.5,0,0.0,2,0,0,0,0.0,5.5,"Petroleum = 2 MW, Wind = 5.5 MW",Petroleum Liquids; Onshore Wind Turbine;,"EIA-860, EIA-860M and EIA-923",202001,38.033327,-102.537915,0,0.0,0,0,-11414468.484803967,4584134.870588477,38.033327,-102.537915
1,-106.242778,41.835278,2,692,Medicine Bow,SRIV Partnership LLC,62042,IPP Non-CHP,Medicine Bow,Carbon,Wyoming,82329,475 Carbon Co. Rd. 3,wind,6.1,6.1,0,0.0,0,0,0,0,0.0,6.1,Wind = 6.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,41.835278,-106.242778,0,0.0,0,0,-11826891.947422808,5136336.734808155,41.835278,-106.242778
2,-72.9628,42.8625,3,7381,Searsburg Wind Turbine,Green Mountain Power Corp,7601,Electric Utility,Searsburg,Bennington,Vermont,5363,528 Sleepy Hollow Road,wind,6.0,5.2,0,0.0,0,0,0,0,0.0,5.2,Wind = 5.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.8625,-72.9628,0,0.0,0,0,-8122181.742851461,5291066.3081237795,42.8625,-72.9628
3,-71.9,42.4789,4,7501,Princeton Wind Farm,Town of Princeton - (MA),15371,Electric Utility,Princeton,Worcester,Massachusetts,1541,Westminster Road,wind,3.0,3.0,0,0.0,0,0,0,0,0.0,3.0,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.4789,-71.9,0,0.0,0,0,-8003871.38803637,5232988.489907622,42.4789,-71.9
4,-121.769031,38.116415,5,7526,Solano Wind,Sacramento Municipal Util Dist,16534,Electric Utility,Rio Vista,Solano,California,94512,Highway 12,wind,228.2,228.1,0,0.0,0,0,0,0,0.0,228.1,Wind = 228.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,38.116415,-121.769031,0,0.0,0,0,-13555266.525310343,4595884.426269871,38.116415,-121.769031
5,-99.777467,42.82579,6,7771,Springview,Bluestem LLC,58190,IPP Non-CHP,Springview,Keya Paha,Nebraska,68778,West Highway 12,wind,3.0,3.0,0,0.0,0,0,0,0,0.0,3.0,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.82579,-99.777467,0,0.0,0,0,-11107176.819082657,5285492.7887584,42.82579,-99.777467
6,-96.7347,46.895,7,7855,Moorhead Wind Turbine,City of Moorhead - (MN),12894,Electric Utility,Moorhead,Clay,Minnesota,56560,2200 28th St. N.,wind,1.4,1.4,0,0.0,0,0,0,0,0.0,1.4,Wind = 1.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,46.895,-96.7347,0,0.0,0,0,-10768457.546040082,5924952.2089546,46.895,-96.7347
7,-87.6333,44.6694,8,7886,Wind Turbine,Madison Gas & Electric Co,11479,Electric Utility,Casco,Kewaunee,Wisconsin,54205,E2680 Eagle Road,wind,11.0,0.8,0,0.0,0,0,0,0,0.0,0.8,Wind = 0.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.6694,-87.6333,0,0.0,0,0,-9755294.332534181,5569624.575345714,44.6694,-87.6333
8,-84.338733,36.120994,9,7927,Buffalo Mountain,Tennessee Valley Authority,18642,Electric Utility,Oliver Springs,Anderson,Tennessee,37840,1980 Windrock Rd,wind,1.8,2.1,0,0.0,0,0,0,0,0.0,2.1,Wind = 2.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,36.120994,-84.338733,0,0.0,0,0,-9388544.811709858,4317282.757056258,36.120994,-84.338733
9,-119.0964,46.0958,10,7936,Nine Canyon,Energy Northwest,20160,Electric Utility,Kennewick,Benton,Washington,99336,92308 S. Nine Canyon Road,wind,95.9,95.0,0,0.0,0,0,0,0,0.0,95.0,Wind = 95 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,46.0958,-119.0964,0,0.0,0,0,-13257750.603312027,5795714.55043262,46.0958,-119.0964
10,-96.6231,40.9044,11,7965,Salt Valley Wind Plant,Lincoln Electric System,11018,Electric Utility,Lincoln,Lancaster,Nebraska,68517,9700 N 70th Street,wind,1.2,1.4,0,0.0,0,0,0,0,0.0,1.4,Wind = 1.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,40.9044,-96.6231,0,0.0,0,0,-10756034.290867552,4998250.895540141,40.9044,-96.6231
11,-94.140556,43.034722,12,7966,Iowa Distributed Wind Generation Project,City of Algona - (IA),309,Electric Utility,Algona,Kossuth,Iowa,50511,1604 190th Street,wind,2.3,2.3,0,0.0,0,0,0,0,0.0,2.3,Wind = 2.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,43.034722,-94.140556,0,0.0,0,0,-10479678.756915655,5317258.383614721,43.034722,-94.140556
12,-99.24757,43.848529,13,7974,Chamberlain Wind Project,Basin Electric Power Coop,1307,Electric Utility,Chamberlain,Brule,South Dakota,57325,Hwy 50,wind,2.6,2.6,0,0.0,0,0,0,0,0.0,2.6,Wind = 2.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,43.848529,-99.24757,0,0.0,0,0,-11048188.954869773,5442031.540492897,43.848529,-99.24757
13,-121.1708,37.0478,14,10005,Dinosaur Point,International Turbine Res Inc,9397,IPP Non-CHP,Los Banos,Merced,California,93635,1400 Dinosaur Point,wind,17.4,17.0,0,0.0,0,0,0,0,0.0,17.0,Wind = 17 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,37.0478,-121.1708,0,0.0,0,0,-13488671.755013593,4445771.586773368,37.0478,-121.1708
14,-118.389722,35.060556,15,10191,Tehachapi Wind Resource I,CalWind Resources Inc,2719,IPP Non-CHP,Tehachapi,Kern,California,93581,16541 Tehachapi-Willow Springs,wind,8.7,8.7,0,0.0,0,0,0,0,0.0,8.7,Wind = 8.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.060556,-118.389722,0,0.0,0,0,-13179083.568197219,4172113.5106711797,35.060556,-118.389722
15,-118.3158,35.075,16,10586,Cameron Ridge LLC,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,10315 Oak Creek Road,wind,59.6,59.6,0,0.0,0,0,0,0,0.0,59.6,Wind = 59.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.075,-118.3158,0,0.0,0,0,-13170854.608798796,4174078.021184145,35.075,-118.3158
16,-118.3167,35.0697,17,10597,Ridgetop Energy LLC,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,10315 Oak Creek Road,wind,29.0,29.0,0,0.0,0,0,0,0,0.0,29.0,Wind = 29 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0697,-118.3167,0,0.0,0,0,-13170954.79634051,4173357.1343827923,35.0697,-118.3167
17,-116.56222,33.92194,18,10718,Karen Avenue Wind Farm,San Gorgonio Farms Inc,16630,IPP Non-CHP,North Palm Springs,Riverside,California,92258,17550 Karen Ave.,wind,11.7,11.7,0,0.0,0,0,0,0,0.0,11.7,Wind = 11.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.92194,-116.56222,0,0.0,0,0,-12975646.97613353,4018325.2851505177,33.92194,-116.56222
18,-116.5631,33.9131,19,50276,Wintec Energy Ltd,Wintec Energy Ltd,20707,IPP Non-CHP,Palm Springs,Riverside,California,92258,Dillon Rd_KarenAve_Diablo Rd,wind,5.9,5.9,0,0.0,0,0,0,0,0.0,5.9,Wind = 5.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.9131,-116.5631,0,0.0,0,0,-12975744.937285429,4017139.4393406743,33.9131,-116.5631
19,-116.615,33.926111,20,50281,San Gorgonio Farms Wind Farm,San Gorgonio Farms Inc,16630,IPP Non-CHP,Whitewater,Riverside,California,92282,79 Dillon Road,wind,31.0,31.0,0,0.0,0,0,0,0,0.0,31.0,Wind = 31 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.926111,-116.615,0,0.0,0,0,-12981522.418857597,4018884.848561672,33.926111,-116.615
20,-118.3581,35.0522,21,50386,Windland,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,10901 Cameron Road,wind,15.3,15.3,0,0.0,0,0,0,0,0.0,15.3,Wind = 15.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0522,-118.3581,0,0.0,0,0,-13175563.423259351,4170977.1801744886,35.0522,-118.3581
21,-116.555064,33.915023,22,50485,Altech III,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,North Palm Springs,Riverside,California,92258,19435 Ruppert Street,wind,25.1,25.1,0,0.0,0,0,0,0,0.0,25.1,Wind = 25.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.915023,-116.555064,0,0.0,0,0,-12974850.373857412,4017397.390578097,33.915023,-116.555064
22,-118.3833,35.0686,23,50532,Victory Garden (Tehachapi),Wind Stream Operations LLC,56899,IPP Non-CHP,Tehachapi,Kern,California,93561,"19358 Jameson St.,",wind,18.8,18.8,0,0.0,0,0,0,0,0.0,18.8,Wind = 18.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0686,-118.3833,0,0.0,0,0,-13178368.674427344,4173207.5222339025,35.0686,-118.3833
23,-116.6769,33.9461,24,50535,Mesa Wind Power Corp,Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,North Palm Springs,Riverside,California,92258,11001 Whitewater Canyon,wind,29.9,29.9,0,0.0,0,0,0,0,0.0,29.9,Wind = 29.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.9461,-116.6769,0,0.0,0,0,-12988413.0953377,4021566.8671897654,33.9461,-116.6769
24,-118.2469,35.2608,25,50536,Sky River LLC,Sky River LLC,17288,IPP Non-CHP,Tehachapi,Kern,California,93561,13000 Jameson Road,wind,76.9,76.9,0,0.0,0,0,0,0,0.0,76.9,Wind = 76.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.2608,-118.2469,0,0.0,0,0,-13163184.695883142,4199379.545670117,35.2608,-118.2469
25,-116.71026,33.914986,26,50552,GPS Cabazon Wind LLC,GlidePath Power Operations LLC,61728,IPP Non-CHP,North Palm Springs,Riverside,California,92230,19020 N Indian Avenue,wind,38.9,38.9,0,0.0,0,0,0,0,0.0,38.9,Wind = 38.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.914986,-116.71026,0,0.0,0,0,-12992126.713550564,4017392.427342842,33.914986,-116.71026
26,-116.460278,33.881667,27,50553,Edom Hills Project 1 LLC,"Red Marlin Wind Ventures, LLC",61208,IPP Non-CHP,Cathedral City,Riverside,California,92235,68580 Edom Hill Road,wind,20.0,20.0,0,0.0,0,0,0,0,0.0,20.0,Wind = 20 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.881667,-116.460278,0,0.0,0,0,-12964298.844603082,4012923.841172332,33.881667,-116.460278
27,-116.5781,33.934,28,50690,San Gorgonio Westwinds II LLC,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,North Palm Springs,Riverside,California,92258,19435 Ruppert Street,wind,43.4,43.4,0,0.0,0,0,0,0,0.0,43.4,Wind = 43.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.934,-116.5781,0,0.0,0,0,-12977414.729647327,4019943.2777809333,33.934,-116.5781
28,-118.276388,35.043889,29,50754,Oak Creek Energy Systems I,Oak Creek Energy System Inc II,13938,IPP Non-CHP,Mojave,Kern,California,93501,14633 Willow Springs Rd.,wind,34.5,34.5,0,0.0,0,0,0,0,0.0,34.5,Wind = 34.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.043889,-118.276388,0,0.0,0,0,-13166467.285027651,4169847.0845390386,35.043889,-118.276388
29,-116.541515,33.890913,30,50820,East Winds Project,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Palm Springs,Riverside,California,92262,5400 N Indian Canyon Drive,wind,3.0,3.0,0,0.0,0,0,0,0,0.0,3.0,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.890913,-116.541515,0,0.0,0,0,-12973342.106076656,4014163.6957999608,33.890913,-116.541515
30,-118.2642,35.045,31,50821,Mojave 16,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,48.0,48.0,0,0.0,0,0,0,0,0.0,48.0,Wind = 48 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.045,-118.2642,0,0.0,0,0,-13165110.523073865,4169998.147096779,35.045,-118.2642
31,-118.2757,35.046,32,50823,Mojave 18,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,40.5,40.5,0,0.0,0,0,0,0,0.0,40.5,Wind = 40.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.046,-118.2757,0,0.0,0,0,-13166390.697217986,4170134.118752577,35.046,-118.2757
32,-118.2572,35.0506,33,52142,Mojave 4,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,29.0,24.3,0,0.0,0,0,0,0,0.0,24.3,Wind = 24.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0506,-118.2572,0,0.0,0,0,-13164331.28663831,4170759.6098099397,35.0506,-118.2572
33,-118.2898,35.068,34,52143,Mojave 3,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,23.5,22.7,0,0.0,0,0,0,0,0.0,22.7,Wind = 22.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.068,-118.2898,0,0.0,0,0,-13167960.30203817,4173125.9164571087,35.068,-118.2898
34,-118.2487,35.076,35,52144,Mojave 5,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,22.5,20.0,0,0.0,0,0,0,0,0.0,20.0,Wind = 20 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.076,-118.2487,0,0.0,0,0,-13163385.070966568,4174214.0428122333,35.076,-118.2487
35,-118.3372,35.1011,36,52162,85 A,"Tehachapi Wind Wall, LLC",62092,IPP Non-CHP,Tehachapi,Kern,California,93561,161 N. Mill Unit A,wind,14.1,14.1,0,0.0,0,0,0,0,0.0,14.1,Wind = 14.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.1011,-118.3372,0,0.0,0,0,-13173236.845901772,4177628.7319339435,35.1011,-118.3372
36,-118.3372,35.1011,37,52163,85 B,"Tehachapi Wind Wall, LLC",62092,IPP Non-CHP,Tehachapi,Kern,California,93561,161 N. Mill Unit A,wind,21.2,21.2,0,0.0,0,0,0,0,0.0,21.2,Wind = 21.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.1011,-118.3372,0,0.0,0,0,-13173236.845901772,4177628.7319339435,35.1011,-118.3372
37,-118.3936,35.0908,38,52165,Helzel & Schwarzhoff 88 Wind Farm,"Terra-Gen 251 Wind, LLC",61444,IPP Non-CHP,Tehachapi,Kern,California,93561,13000 Jameson Road,wind,1.8,1.8,0,0.0,0,0,0,0,0.0,1.8,Wind = 1.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0908,-118.3936,0,0.0,0,0,-13179515.265182514,4176227.3578599584,35.0908,-118.3936
38,-118.3417,35.0583,39,54298,Coram Energy LLC (ECT),Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,Tehachapi,Kern,California,93501,6703 Oak Creek Road,wind,7.5,7.5,0,0.0,0,0,0,0,0.0,7.5,Wind = 7.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0583,-118.3417,0,0.0,0,0,-13173737.783610342,4171806.706296171,35.0583,-118.3417
39,-118.3417,35.075,40,54299,Coram Energy LLC,Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,Tehachapi,Kern,California,93501,6703 Oak Creek Road,wind,3.0,3.0,0,0.0,0,0,0,0,0.0,3.0,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.075,-118.3417,0,0.0,0,0,-13173737.783610342,4174078.021184145,35.075,-118.3417
40,-118.3083,35.0583,41,54300,CTV Power Purchase Contract Trust,Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,Tehachapi,Kern,California,93501,6703 Oak Creek Road,wind,4.6,4.6,0,0.0,0,0,0,0,0.0,4.6,Wind = 4.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0583,-118.3083,0,0.0,0,0,-13170019.71261785,4171806.706296171,35.0583,-118.3083
41,-121.8333,38.1167,42,54453,EDF Renewable Windfarm V Inc,"EDF Renewable Asset Holdings, Inc.",57170,IPP Non-CHP,Birds Landing,Solano,California,94512,6523 Montezuma Hills Road,wind,15.5,15.5,0,0.0,0,0,0,0,0.0,15.5,Wind = 15.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,38.1167,-121.8333,0,0.0,0,0,-13562420.917664137,4595924.751386684,38.1167,-121.8333
42,-116.573906,33.918395,43,54454,San Gorgonio Windplant WPP1993,"FPL Energy Operating Services, Inc.",49963,IPP Non-CHP,North Palm Springs,Riverside,California,92258,,wind,49.5,49.5,0,0.0,0,0,0,0,0.0,49.5,Wind = 49.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.918395,-116.573906,0,0.0,0,0,-12976947.855702939,4017849.724741736,33.918395,-116.573906
43,-118.2572,35.05,44,54647,TPC Windfarms LLC,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,28.7,28.7,0,0.0,0,0,0,0,0.0,28.7,Wind = 28.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.05,-118.2572,0,0.0,0,0,-13164331.28663831,4170678.022022105,35.05,-118.2572
44,-116.661,33.942,45,54650,Swanmill Windfarm I,Mark Technologies Corp,11664,IPP Non-CHP,North Palm Springs,Riverside,California,92264,Intst. 10 & Whitewater Canyon,wind,18.7,18.7,0,0.0,0,0,0,0,0.0,18.7,Wind = 18.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.942,-116.661,0,0.0,0,0,-12986643.115434088,4021016.699475613,33.942,-116.661
45,-118.1714,35.0506,46,54686,Difwind Farms Ltd VI,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,7021 Oak Creek Road,wind,27.1,25.3,0,0.0,0,0,0,0,0.0,25.3,Wind = 25.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0506,-118.1714,0,0.0,0,0,-13154780.07432825,4170759.6098099397,35.0506,-118.1714
46,-118.339444,35.0663,47,54750,Coram Tehachapi,Brookfield Renewable Trading and Marketing LP,63235,IPP Non-CHP,Tehachapi,Kern,California,93501,6703 Oak creek Road,wind,6.5,6.5,0,0.0,0,0,0,0,0.0,6.5,Wind = 6.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.0663,-118.339444,0,0.0,0,0,-13173486.646839114,4172894.7033472066,35.0663,-118.339444
47,-95.405,42.6878,48,54793,Storm Lake 1,Allete Clean Energy,59496,IPP Non-CHP,Alta,Buena Vista,Iowa,51002,5320 50th Ave,wind,113.9,109.4,0,0.0,0,0,0,0,0.0,109.4,Wind = 109.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.6878,-95.405,0,0.0,0,0,-10620436.019132266,5264571.911776995,42.6878,-95.405
48,-118.3114,35.1061,49,54909,Tehachapi Wind Resource II,CalWind Resources Inc,2719,IPP Non-CHP,Tehachapi,Kern,California,93561,15001 E Tehachapi Blvd,wind,21.9,21.9,0,0.0,0,0,0,0,0.0,21.9,Wind = 21.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.1061,-118.3114,0,0.0,0,0,-13170364.803039307,4178309.0744475634,35.1061,-118.3114
49,-118.3153,35.074,50,54931,Ridgetop,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Mojave,Kern,California,93501,10315 Oak Creek Road,wind,46.8,46.9,0,0.0,0,0,0,0,0.0,46.9,Wind = 46.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,35.074,-118.3153,0,0.0,0,0,-13170798.9490534,4173942.00122299,35.074,-118.3153
50,-101.388333,32.2075,51,54979,Big Spring Wind Power Facility,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,Big Spring,Howard,Texas,79720,3300 South Moss Lake Rd,wind,34.3,34.3,0,0.0,0,0,0,0,0.0,34.3,Wind = 34.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,32.2075,-101.388333,0,0.0,0,0,-11286497.601938855,3790579.152211443,32.2075,-101.388333
51,-118.65999,45.936157,52,55125,Vansycle,ESI Vansycle Partners LP,6017,IPP Non-CHP,Touchet,Umatilla,Oregon,97835,365 Touchet Gardena Road,wind,25.0,25.0,0,0.0,0,0,0,0,0.0,25.0,Wind = 25 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,45.936157,-118.65999,0,0.0,0,0,-13209169.664334932,5770124.23061399,45.936157,-118.65999
52,-96.375,44.2917,53,55208,Lake Benton I,Allete Clean Energy,59496,IPP Non-CHP,Lake Benton,Lincoln,Minnesota,56149,Highway 14,wind,107.2,104.5,0,0.0,0,0,0,0,0.0,104.5,Wind = 104.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.2917,-96.375,0,0.0,0,0,-10728415.92520174,5510694.958573586,44.2917,-96.375
53,-96.116971,44.129369,54,55265,Lake Benton II,Northern States Power Co - Minnesota,13781,IPP Non-CHP,Ruthton,Pipestone,Minnesota,56170,150 Evans Street,wind,100.2,103.5,0,0.0,0,0,0,0,0.0,103.5,Wind = 103.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.129369,-96.116971,0,0.0,0,0,-10699692.268311843,5485484.209256224,44.129369,-96.116971
54,-95.405,42.8417,55,55287,Storm Lake II,Allete Clean Energy,59496,IPP Non-CHP,Alta,Buena Vista,Iowa,51002,5320 50th Ave,wind,80.2,76.5,0,0.0,0,0,0,0,0.0,76.5,Wind = 76.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.8417,-95.405,0,0.0,0,0,-10620436.019132266,5287907.928117529,42.8417,-95.405
55,-96.078611,43.985833,56,55342,Woodstock Windfarm,Consolidated Edison Development Inc.,56769,IPP Non-CHP,Woodstock,Pipestone,Minnesota,56186,996 190th Avenue,wind,10.2,10.2,0,0.0,0,0,0,0,0.0,10.2,Wind = 10.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,43.985833,-96.078611,0,0.0,0,0,-10695422.052645013,5463250.069125588,43.985833,-96.078611
56,-96.428367,44.39956,57,55353,Lakota Ridge LLC,Energy Operations Group LLC (MN),59182,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56142,City Road 1,wind,11.2,11.2,0,0.0,0,0,0,0,0.0,11.2,Wind = 11.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.39956,-96.428367,0,0.0,0,0,-10734356.712466905,5527484.660831642,44.39956,-96.428367
57,-96.434694,44.421711,58,55354,Shaokatan Hills LLC,Energy Operations Group LLC (MN),59182,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56142,City Road 1,wind,11.8,11.8,0,0.0,0,0,0,0,0.0,11.8,Wind = 11.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.421711,-96.434694,0,0.0,0,0,-10735061.030885153,5530936.5583109595,44.421711,-96.434694
58,-78.243792,42.678819,59,55368,Wethersfield Wind Farm,CHI Energy Inc,34688,IPP Non-CHP,Gainesville,Wyoming,New York,14066,4179 Poplar Tree Road,wind,6.6,6.6,0,0.0,0,0,0,0,0.0,6.6,Wind = 6.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,42.678819,-78.243792,0,0.0,0,0,-8710059.083174812,5263211.901066284,42.678819,-78.243792
59,-116.7167,33.9014,60,55396,Green Power I,FPL Energy Green Power,49750,IPP Non-CHP,North Palm Springs,Riverside,California,92258,19020 N Indian Avenue,wind,16.5,16.5,0,0.0,0,0,0,0,0.0,16.5,Wind = 16.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,33.9014,-116.7167,0,0.0,0,0,-12992843.611071272,4015570.126651314,33.9014,-116.7167
60,-118.917,46.06,61,55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,6607,IPP Non-CHP,Touchet,Walla Walla,Washington,99360,356 Touchet Gardena Road,wind,176.9,176.9,0,0.0,0,0,0,0,0.0,176.9,Wind = 176.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,46.06,-118.917,0,0.0,0,0,-13237779.886663713,5789969.481144514,46.06,-118.917
61,-96.4347,44.42,62,55561,Tsar Nicholas LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0.0,0,0,0,0,0.0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.42,-96.4347,0,0.0,0,0,-10735061.698802099,5530669.87830531,44.42,-96.4347
62,-96.4358,44.4289,63,55562,Sun River LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0.0,0,0,0,0,0.0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.4289,-96.4358,0,0.0,0,0,-10735184.150241971,5532057.136044088,44.4289,-96.4358
63,-96.4458,44.4231,64,55563,Julia Hills LLC,CHI Operations Inc,54725,IPP Non-CHP,Hendricks,Lincoln,Minnesota,56136,Hwy 1,wind,1.9,1.9,0,0.0,0,0,0,0,0.0,1.9,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",202001,44.4231,-96.4458,0,0.0,0,0,-10736297.345149904,5531153.056469028,44.4231,-96.4458
